tract,AgeDependencyRatio,Population,Median_Age,PctMale,PctFemale,PctBlack,PctAmIndian_AlaskaNat,PctAsian,PctNatHaw_PacIsland,PctOther,PctMixed,PctHispanicLatino,PctWhiteNonHisp,PctMinority,Age5andUp,LimitedEngProf5andUP,Age25andUp,LessThanHS,HSOnly,SomeCollege,Bachelors,Grad_Professional,TotalPop16Over,Unemployment,PovertyN,PercPoverty,Total,NativeN,PctNative,ForeignBornN,PctForeignBorn,TotalHHN,FemaleHHN,FemaleHHPct,MedianIncomeHH,TotalHH,OwnerOccN,OwnerOccAfter2015,OwnerOcc2010_2014,OwnerOcc_2009,OwnerOcc2000_2009,OwnerOcc1990_1999,OwnerOcc1980_1989,OwnerOcc1970_1979,RenterOccN,RenterOcc2015,RenterOcc2010_2014,RenterOcc2009,RenterOcc2000_2009,RenterOcc1990_1999,RenterOcc1980_1989,RenterOcc1979,AllOcc2009N,AllOcc2009Pct,TotalPop5Over,PctEnglishVeryWell,PctEnglishLessWell,PctEnglishLessWell_Spanish,UnitsTotal,OccUnitsN,PctOccHousing,VacantUnitsN,PctVacHousing,HHNOcc,OwnOccNOcc,OwnerOcc1_01_1_5,OwnerOcc1_51_2_0,OwnerOcc2_01_more_or_mor,OwnerOcc01_01_more,RentOccNOcc,RenterOc1_01_1_5,RenterOc1_51_2_0,RenterOc2_01_more_oor_mo,RenterOcc1_01_more,AnyOcc1_01_moreN,AnyOcc1_01_morePct,PovPopMeasured,BelowPovN,PctBelowPoverty,Below50PovN,PctBelow50Pct,Below125PovN,PctBelow125Pov,Below150PovN,PctBelow150Pov,Below185PovN,PctBelow185Pov,Below200PovN,PctBelow200Pov,TotalHHAssist,PublicAssistanceN,PublicAssistancePct,NoPublicAssistanceN
31000,30.1,3801,35.9,51.6,48.4,5.2,0,8.3,0,4.1,5.2,13.1,67.5,32.5,3602,8.9,3031,5.6,8.7,17.7,36.6,31.5,3279,5.9,201,0.061299177,3801,3136,0.825046041,665,0.174953959,1841,164,0.089082021,66875,1841,776,0,159,617,405,140,50,22,1065,27,758,280,249,31,0,0,897,0.487235198,3602,91.1,8.9,35.2,2073,1841,0.888084901,232,0.111915099,1841,776,26,11,0,37,1065,0,0,0,0,37,0.020097773,3784,220,5.8,81,0.02140592,294,0.07769556,441,0.11654334,527,0.139270613,602,0.159090909,1841,99,0.053775122,1742
31100,21.8,4510,38.1,50,50,4.2,0.2,7.5,0,15.3,2.3,22.5,63.7,36.3,4356,17.2,3825,12.9,11.7,17.4,37.5,20.4,4204,7.9,358,0.085156993,4510,3533,0.783370288,977,0.216629712,2395,129,0.053862213,57994,2395,697,28,118,551,394,98,0,59,1698,18,949,731,597,81,53,0,1282,0.535281837,4356,82.8,17.2,59.3,2509,2395,0.954563571,114,0.045436429,2395,697,0,0,0,0,1698,0,38,0,38,38,0.015866388,4431,383,8.6,219,0.049424509,512,0.115549537,839,0.189347777,1620,0.365605958,1652,0.372827804,2395,189,0.078914405,2206
31200,23.6,5063,39.1,59.5,40.5,29.8,1.8,12,0.5,0.3,3.4,9.8,45.4,54.6,4844,22.2,4107,24,22.3,15.1,23.6,14.9,4587,10.9,1158,0.252452583,5063,3769,0.744420304,1294,0.255579696,2619,176,0.067201222,20887,2619,627,15,99,513,430,41,28,14,1992,76,936,980,632,171,146,31,1493,0.57006491,4844,77.8,22.2,70.4,3122,2619,0.83888533,503,0.16111467,2619,627,31,0,0,31,1992,0,79,0,79,110,0.042000764,4777,1667,34.9,634,0.13271928,1819,0.380782918,2113,0.442327821,2262,0.473518945,2449,0.512664852,2619,1121,0.428025964,1498
31300,57.4,7796,44.9,48.1,51.9,33.2,0,18.9,0,1.3,2.8,9.5,36.9,63.1,7549,18.5,6298,10.7,20,24.4,24.5,20.5,6819,10,944,0.138436721,7796,5487,0.703822473,2309,0.296177527,4101,492,0.119970739,35349,4101,1168,31,150,987,640,192,139,16,2933,131,1420,1382,939,198,147,98,2369,0.577663984,7549,81.5,18.5,32.4,4245,4101,0.966077739,144,0.033922261,4101,1168,16,8,0,24,2933,74,181,17,272,296,0.072177518,7354,1736,23.6,495,0.067310307,2188,0.297525156,2891,0.393119391,3469,0.471716073,3534,0.4805548,4101,1027,0.250426725,3074
31400,27.4,5114,41,49.4,50.6,10.5,0.1,4.9,0,1.8,5.3,10.7,68.4,31.6,5010,3.6,4540,4.9,7.2,11.4,41.3,35.1,4878,4,320,0.065600656,5114,4341,0.848846304,773,0.151153696,3112,205,0.065874036,74737,3112,1761,39,257,1465,785,286,265,129,1351,15,861,475,384,74,17,0,1940,0.623393316,5010,96.4,3.6,18,3439,3112,0.904914219,327,0.095085781,3112,1761,0,56,0,56,1351,0,12,0,12,68,0.0218509,4859,396,8.1,233,0.047952254,425,0.087466557,523,0.107635316,799,0.164437127,899,0.185017493,3112,111,0.03566838,3001
31501,47.9,3653,38.4,50.7,49.3,33.7,0,16.8,0,1.6,2,4.5,42.7,57.3,3408,23.8,3009,15.1,19.7,22.9,27.3,15,3181,11.9,1166,0.366551399,3653,2479,0.678620312,1174,0.321379688,1648,169,0.102548544,24643,1648,218,0,44,174,148,26,0,0,1430,15,798,617,360,201,51,5,791,0.479975728,3408,76.2,23.8,30.9,1923,1648,0.85699428,275,0.14300572,1648,218,0,0,0,0,1430,22,24,16,62,62,0.037621359,3653,1853,50.7,902,0.246920339,2080,0.569395018,2200,0.60224473,2334,0.638926909,2363,0.64686559,1648,596,0.361650485,1052
31502,34.5,4027,34,49.5,50.5,44.9,0,6.1,0,2.1,8.4,7,33.7,66.3,3841,15.5,3086,7.6,23.9,29.9,29.6,9,3484,16.1,933,0.267795637,4027,2791,0.693071766,1236,0.306928234,2251,149,0.066192803,21265,2251,212,0,33,179,153,26,0,0,2039,31,851,1157,838,205,114,0,1336,0.593513994,3841,84.5,15.5,62.9,2492,2251,0.90329053,241,0.09670947,2251,212,0,0,0,0,2039,31,115,11,157,157,0.069746779,4027,1309,32.5,691,0.171591756,1633,0.405512789,1836,0.455922523,2337,0.580332754,2361,0.586292525,2251,723,0.321190582,1528
31700,20,6726,34,55.2,44.8,24.4,0,5.7,0,3.9,3.2,12.5,55.3,44.7,6307,11.4,5265,8.2,16.7,20.8,33.8,20.6,5977,12.7,1674,0.280073616,6726,5704,0.848052334,1022,0.151947666,3436,324,0.094295693,40129,3436,994,12,228,754,677,47,30,0,2442,58,1504,880,729,110,12,29,1634,0.475552969,6307,88.6,11.4,51.5,3840,3436,0.894791667,404,0.105208333,3436,994,0,0,0,0,2442,0,73,0,73,73,0.021245634,6599,2229,33.8,1019,0.154417336,2505,0.37960297,2666,0.404000606,2874,0.435520533,2903,0.439915139,3436,756,0.220023283,2680
31800,25.6,1766,33.9,48.6,51.4,2.2,0,6.7,0,0.7,0.8,21.1,69.4,30.6,1658,15,1417,11.9,9.2,11.9,40.8,26.2,1534,4.5,224,0.146023468,1766,1401,0.793318233,365,0.206681767,933,27,0.028938907,57560,933,344,0,74,270,180,50,12,28,589,22,379,188,138,40,0,10,458,0.490889603,1658,85,15,54.5,980,933,0.952040816,47,0.047959184,933,344,4,0,0,4,589,29,31,0,60,64,0.068595927,1762,279,15.8,50,0.028376844,377,0.213961407,423,0.240068104,605,0.343359818,652,0.370034052,933,90,0.096463023,843
31900,28.9,2361,33.9,44.6,55.4,3.6,1.2,4.2,0,5.3,0.6,13.6,75.2,24.8,2281,9.8,1897,12.6,7.8,12.1,43.9,23.7,2056,5.9,300,0.145914397,2361,2013,0.852604828,348,0.147395172,1271,42,0.033044847,65027,1271,502,0,68,434,223,113,48,50,769,6,499,264,214,24,26,0,698,0.549173879,2281,90.2,9.8,59.7,1332,1271,0.954204204,61,0.045795796,1271,502,0,0,0,0,769,0,27,0,27,27,0.021243116,2361,383,16.2,158,0.066920796,418,0.177043626,512,0.216857264,631,0.267259636,640,0.27107158,1271,134,0.105428796,1137
32100,24.6,6797,33.3,50,50,8.8,0,4.2,0,1.1,4.2,10.4,73.7,26.3,6513,9.7,5479,6.2,11.9,13.4,38.6,30,6232,10.7,914,0.146662388,6797,5019,0.738414006,1778,0.261585994,3920,113,0.028826531,49063,3920,948,0,209,739,531,121,53,34,2972,119,1779,1074,715,286,24,49,1813,0.4625,6513,90.3,9.7,24.4,4409,3920,0.889090497,489,0.110909503,3920,948,23,0,0,23,2972,26,92,0,118,141,0.035969388,6666,1213,18.2,514,0.077107711,1466,0.219921992,1592,0.238823882,1871,0.280678068,1920,0.288028803,3920,600,0.153061224,3320
40100,41,4045,37.2,52.9,47.1,8.2,0.2,3.9,0,3.5,1.2,21.5,67,33,3772,14.4,3023,14.5,11.8,22.7,30.9,20.1,3356,11,441,0.131406436,4045,3199,0.790852905,846,0.209147095,1675,81,0.048358209,65599,1675,696,0,98,598,242,202,57,97,979,43,480,456,342,37,68,9,1054,0.629253731,3772,85.6,14.4,43.8,1880,1675,0.890957447,205,0.109042553,1675,696,0,0,0,0,979,21,26,0,47,47,0.028059701,3837,606,15.8,371,0.096690122,653,0.17018504,992,0.258535314,1302,0.3393276,1401,0.365129007,1675,261,0.155820896,1414
40201,34.7,6314,33.5,51.7,48.3,3.2,0,10.6,0,9.2,1.7,21.1,63.4,36.6,5871,19.4,4835,10.8,12.9,20.8,41,14.5,5485,6.5,470,0.085688241,6314,4472,0.708267342,1842,0.291732658,2777,283,0.101908534,59243,2777,1167,32,228,907,429,266,67,145,1610,33,1049,528,373,102,20,33,1435,0.516744689,5871,80.6,19.4,49.2,3024,2777,0.918320106,247,0.081679894,2777,1167,0,0,0,0,1610,41,16,0,57,57,0.020525747,6314,777,12.3,314,0.049730757,969,0.153468483,1206,0.191004118,1703,0.269718087,1818,0.287931581,2777,148,0.053294923,2629
40202,43.1,6801,36.9,54.7,45.3,2.9,0,19.2,0,8.8,3.7,20,54.5,45.5,6393,29.9,5183,20.3,19.8,24.6,24.2,11,5732,9,984,0.17166783,6801,3354,0.49316277,3447,0.50683723,2926,214,0.073137389,33750,2926,847,0,144,703,410,184,54,55,2079,77,1169,833,668,126,0,39,1536,0.524948735,6393,70.1,29.9,47.7,3123,2926,0.936919629,197,0.063080371,2926,847,57,0,0,57,2079,0,11,0,11,68,0.023239918,6613,1602,24.2,1143,0.172841373,2408,0.364131257,2710,0.409798881,2827,0.427491305,3058,0.462422501,2926,592,0.202323992,2334
40300,46.1,2912,43.6,43.3,56.7,2.9,0.8,25.8,0,0.5,5.7,10.1,56.5,43.5,2712,19.8,2412,11.8,15.1,21.8,27.4,23.9,2561,10.6,129,0.050370949,2912,1839,0.631524725,1073,0.368475275,1065,160,0.150234742,79306,1065,747,0,64,683,192,164,226,101,318,0,196,122,100,11,11,0,805,0.755868545,2712,80.2,19.8,21.7,1156,1065,0.921280277,91,0.078719723,1065,747,0,0,0,0,318,9,0,0,9,9,0.008450704,2829,201,7.1,147,0.051961824,336,0.118769883,391,0.138211382,632,0.223400495,668,0.23612584,1065,11,0.010328638,1054
40401,38,3009,37.2,48.1,51.9,3.5,0.3,5.1,0,11.1,4.2,19.4,69.1,30.9,2775,15.6,2358,10.9,9.1,15.3,32.4,32.3,2486,4.9,187,0.075221239,3009,2394,0.795613161,615,0.204386839,1289,62,0.048099302,71510,1289,634,9,142,483,152,203,41,87,655,18,356,281,135,120,9,17,764,0.592707525,2775,84.4,15.6,56.3,1412,1289,0.912889518,123,0.087110482,1289,634,16,0,0,16,655,27,0,0,27,43,0.033359193,3009,287,9.5,197,0.065470256,334,0.111000332,418,0.138916584,504,0.167497507,517,0.17181788,1289,49,0.038013964,1240
40402,27.2,5042,32.7,51.9,48.1,4.3,0,15,0,4,3.3,20.4,58,42,4696,8.4,4065,3.9,8.4,17,33.2,37.5,4221,8.2,337,0.079838901,5042,4054,0.804046013,988,0.195953987,2510,107,0.042629482,70935,2510,872,0,257,615,449,87,0,79,1638,56,1212,370,312,14,44,0,985,0.392430279,4696,91.6,8.4,42.9,2605,2510,0.96353167,95,0.03646833,2510,872,16,0,0,16,1638,0,15,0,15,31,0.012350598,5042,422,8.4,134,0.026576755,581,0.115232051,663,0.131495438,896,0.177707259,963,0.190995637,2510,208,0.082868526,2302
40600,33.6,2696,34.3,44,56,2.6,0,3.4,0,0.6,0.4,17,77,23,2443,3,2031,4.5,9.6,14.8,40.3,30.8,2235,9.5,166,0.074272931,2696,2275,0.84384273,421,0.15615727,1194,76,0.063651591,72931,1194,448,0,41,407,178,98,82,49,746,47,448,251,191,35,10,15,658,0.551088777,2443,97,3,1.3,1363,1194,0.876008804,169,0.123991196,1194,448,0,0,0,0,746,0,0,10,10,10,0.008375209,2696,201,7.5,56,0.020771513,232,0.086053412,368,0.136498516,436,0.161721068,476,0.176557864,1194,93,0.077889447,1101
40700,24.5,3383,35.3,49.5,50.5,1.9,0,5.3,0,2,6.4,21.5,65.4,34.6,3078,13,2699,7.9,11.7,15.1,39.2,26.1,2939,4.6,279,0.094930248,3383,2802,0.828258942,581,0.171741058,1496,62,0.04144385,73091,1496,643,7,133,503,276,150,38,39,853,6,402,445,420,25,0,0,948,0.63368984,3078,87,13,38.7,1612,1496,0.928039702,116,0.071960298,1496,643,0,0,0,0,853,23,0,0,23,23,0.015374332,3383,321,9.5,65,0.019213716,514,0.151936151,553,0.163464381,826,0.244161986,857,0.253325451,1496,66,0.044117647,1430
40800,39,1876,34.8,49.8,50.2,3.7,3.8,7.1,0,0.6,5.4,9.2,72.4,27.6,1752,4.6,1489,8.9,6.9,19.8,42.2,22.2,1566,4.7,101,0.06449553,1876,1653,0.881130064,223,0.118869936,802,54,0.067331671,71935,802,325,5,54,266,87,57,78,44,477,4,301,172,146,0,4,22,438,0.546134663,1752,95.4,4.6,21.3,828,802,0.968599034,26,0.031400966,802,325,0,0,0,0,477,0,0,0,0,0,0,1771,105,5.9,71,0.040090344,144,0.081309994,167,0.094297007,239,0.134952005,265,0.149632976,802,16,0.019950125,786
40900,25.5,2152,33.5,48.3,51.7,0.2,0,5.2,0,1.4,3.2,5.3,86.2,13.8,2050,3,1840,4.6,4.7,16.2,44.7,29.8,1900,0.9,76,0.04,2152,1912,0.888475836,240,0.111524164,1067,42,0.039362699,74297,1067,341,8,47,286,139,99,30,18,726,17,368,341,271,10,43,17,627,0.587628866,2050,97,3,36.5,1146,1067,0.931064572,79,0.068935428,1067,341,0,0,0,0,726,0,0,0,0,0,0,2152,107,5,64,0.029739777,148,0.068773234,238,0.110594796,290,0.134758364,320,0.148698885,1067,10,0.009372071,1057
50100,32.4,2564,33.4,48.8,51.2,3.2,0,4.3,0,2,2.4,17,73.1,26.9,2443,3.1,2105,5.8,10.5,15.2,45.2,23.2,2205,6.5,56,0.025396825,2564,2270,0.885335413,294,0.114664587,1170,26,0.022222222,77241,1170,482,9,77,396,179,113,51,53,688,51,464,173,125,30,18,0,569,0.486324786,2443,96.9,3.1,15.8,1257,1170,0.930787589,87,0.069212411,1170,482,0,0,0,0,688,0,0,0,0,0,0,2564,81,3.2,44,0.017160686,128,0.049921997,139,0.054212168,269,0.104914197,269,0.104914197,1170,18,0.015384615,1152
50200,55.2,5230,36,49.6,50.4,2.6,0,3.7,0,1,3.7,18.2,71.7,28.3,4735,10,3867,10.6,14.6,20.3,33.3,21.3,4077,4.8,123,0.030169242,5230,4529,0.865965583,701,0.134034417,2278,108,0.047410009,67275,2278,1202,0,298,904,490,207,96,111,1076,26,597,453,345,28,47,33,1357,0.595697981,4735,90,10,55,2482,2278,0.917808219,204,0.082191781,2278,1202,15,0,0,15,1076,0,0,0,0,15,0.006584723,5230,149,2.8,58,0.011089866,341,0.065200765,673,0.128680688,997,0.190630975,1025,0.195984704,2278,150,0.065847234,2128
50300,44.9,2520,37,52.1,47.9,0.7,1.1,11,0,0.5,3.9,23.3,63.6,36.4,2378,9.6,1873,7.2,15.3,17.1,37,23.4,2007,6.3,178,0.088689586,2520,2013,0.798809524,507,0.201190476,1085,40,0.036866359,80046,1085,433,0,60,373,178,70,73,52,652,6,344,302,207,29,55,11,675,0.622119816,2378,90.4,9.6,42.9,1117,1085,0.971351835,32,0.028648165,1085,433,0,0,0,0,652,4,7,0,11,11,0.010138249,2499,265,10.6,131,0.052420968,284,0.113645458,310,0.12404962,434,0.173669468,434,0.173669468,1085,35,0.032258065,1050
50500,48.4,5541,35.5,49.5,50.5,1,0,2.3,0,2.7,6.2,10,81.3,18.7,5283,2.9,4092,6.8,10.8,13.6,42.5,26.3,4431,3.8,74,0.016700519,5541,5108,0.921855261,433,0.078144739,2200,306,0.139090909,95447,2200,1009,28,230,751,300,144,134,173,1191,54,635,502,303,86,47,66,1253,0.569545455,5283,97.1,2.9,23.3,2325,2200,0.946236559,125,0.053763441,2200,1009,0,0,0,0,1191,13,0,0,13,13,0.005909091,5541,137,2.5,38,0.006857968,188,0.033928894,292,0.052698069,435,0.078505685,451,0.08139325,2200,50,0.022727273,2150
50600,23.6,2371,31,55.2,44.8,2.4,0,7.2,0,0.3,1,8.3,81.5,18.5,2233,3.6,1722,2.8,8.4,10.6,52.1,26,2110,2.6,253,0.119905213,2371,2163,0.912273302,208,0.087726698,1035,27,0.026086957,95694,1035,519,44,146,329,188,20,84,37,516,19,354,143,125,3,8,7,472,0.456038647,2233,96.4,3.6,53.1,1140,1035,0.907894737,105,0.092105263,1035,519,0,8,0,8,516,0,0,0,0,8,0.007729469,2371,281,11.9,180,0.075917334,292,0.123154787,317,0.133698861,440,0.185575706,448,0.18894981,1035,21,0.020289855,1014
50700,28.6,1587,33,45.5,54.5,0.8,0.5,2.6,0,1,1.3,4.9,89.6,10.4,1496,1.9,1201,3.5,3.9,9,44.9,38.7,1338,2.6,33,0.024663677,1587,1508,0.950220542,79,0.049779458,702,27,0.038461538,113676,702,469,0,126,343,222,74,31,16,233,8,183,42,37,0,0,5,385,0.548433048,1496,98.1,1.9,14.3,724,702,0.96961326,22,0.03038674,702,469,3,6,0,9,233,0,5,0,5,14,0.01994302,1587,33,2.1,18,0.011342155,45,0.028355388,45,0.028355388,53,0.033396345,59,0.037177064,702,32,0.045584046,670
50800,40,1390,32.9,47.8,52.2,0.9,0,2.2,0,2.2,2.3,10.9,84.1,15.9,1299,6.2,1008,7.4,6,7.2,44.9,34.4,1110,4.9,72,0.064864865,1390,1262,0.907913669,128,0.092086331,554,16,0.028880866,109231,554,260,0,41,219,109,62,23,25,294,17,199,78,69,9,0,0,297,0.536101083,1299,93.8,6.2,46.5,614,554,0.90228013,60,0.09771987,554,260,0,0,0,0,294,0,0,0,0,0,0,1390,99,7.1,56,0.04028777,99,0.071223022,99,0.071223022,135,0.097122302,162,0.116546763,554,29,0.05234657,525
50900,48.8,1546,32,53.2,46.8,0,0,7.1,0,2.1,1.9,7.6,83.2,16.8,1311,3.7,1091,2.6,6.2,22.6,43.4,25.1,1151,3.7,97,0.084274544,1546,1315,0.850582147,231,0.149417853,628,43,0.068471338,76429,628,261,4,45,212,125,14,26,47,367,10,247,110,80,20,4,6,322,0.512738854,1311,96.3,3.7,14.8,711,628,0.88326301,83,0.11673699,628,261,0,0,0,0,367,0,0,0,0,0,0,1546,111,7.2,56,0.03622251,152,0.098318241,176,0.113842173,279,0.180465718,293,0.189521345,628,11,0.017515924,617
51000,41.8,1677,32.1,48.2,51.8,1.8,0,6.8,0,3.9,2.8,19.4,69.2,30.8,1463,9.5,1267,3.7,13.3,14.1,39.6,29.2,1316,1.4,47,0.035714286,1677,1372,0.818127609,305,0.181872391,738,27,0.036585366,101579,738,403,0,123,280,172,54,23,31,335,11,266,58,42,16,0,0,338,0.45799458,1463,90.5,9.5,48.2,780,738,0.946153846,42,0.053846154,738,403,0,0,0,0,335,0,0,0,0,0,0,1677,123,7.3,50,0.029815146,133,0.079308289,212,0.126416219,266,0.158616577,269,0.160405486,738,50,0.067750678,688
51100,31.7,1454,33.1,55.4,44.6,1,0,2.8,0,5.4,1.5,16.7,78.1,21.9,1284,7.9,1076,5.6,11.5,9.8,47,26.1,1177,1.6,61,0.051826678,1454,1280,0.880330124,174,0.119669876,613,31,0.050570962,94375,613,285,5,106,174,92,18,35,29,328,7,184,137,126,5,6,0,311,0.507340946,1284,92.1,7.9,55.5,732,613,0.837431694,119,0.162568306,613,285,0,0,0,0,328,0,0,0,0,0,0,1454,106,7.3,71,0.048830812,164,0.112792297,204,0.140302613,276,0.189821183,276,0.189821183,613,35,0.057096248,578
51200,42.8,1636,31.1,45.1,54.9,8.8,0.6,2.8,0,0.7,3.1,12.7,74.5,25.5,1425,0.8,1104,8.1,5.1,7.4,50.3,29.2,1225,3.2,56,0.045714286,1636,1552,0.948655257,84,0.051344743,629,57,0.090620032,102292,629,273,0,64,209,127,55,23,4,356,25,230,101,75,16,10,0,310,0.492845787,1425,99.2,0.8,16.7,690,629,0.911594203,61,0.088405797,629,273,0,0,0,0,356,0,0,0,0,0,0,1602,70,4.4,32,0.019975031,149,0.093008739,194,0.121098627,269,0.167915106,288,0.179775281,629,23,0.036565978,606
51300,40.1,2794,32.9,51.8,48.2,1.9,0,3,0,1.5,2.2,7,86.3,13.7,2405,4.2,1995,0.9,3.8,8.8,51.4,35.1,2133,4.2,66,0.030942335,2794,2549,0.912312097,245,0.087687903,1139,71,0.062335382,135350,1139,715,7,189,519,360,113,17,29,424,0,288,136,136,0,0,0,655,0.575065847,2405,95.8,4.2,41.3,1194,1139,0.953936348,55,0.046063652,1139,715,0,0,0,0,424,0,0,0,0,0,0,2794,93,3.3,47,0.016821761,100,0.035790981,131,0.046886185,155,0.05547602,187,0.066929134,1139,0,0,1139
51400,34,1873,33.3,52.5,47.5,2.6,0,3.5,0,4.2,10.8,16.4,67.8,32.2,1704,3.7,1388,13,9.3,16.9,32.8,28,1567,5.3,183,0.116783663,1873,1597,0.852642819,276,0.147357181,806,77,0.095533499,75500,806,472,8,166,298,172,43,37,46,334,5,211,118,60,12,26,20,416,0.516129032,1704,96.3,3.7,14.6,1417,806,0.568807339,611,0.431192661,806,472,9,0,18,27,334,5,0,0,5,32,0.039702233,1873,188,10,31,0.016550988,232,0.123865456,414,0.221035771,464,0.247730913,464,0.247730913,806,108,0.133995037,698
60100,30.6,2675,34.3,44.3,55.7,8.2,0,0.9,0,1.9,2.1,12.1,77.4,22.6,2463,3.2,1895,0.6,8,15,46.1,30.3,2164,4,158,0.073012939,2675,2517,0.940934579,158,0.059065421,1178,70,0.05942275,104500,1178,603,0,144,459,299,102,30,28,575,10,473,92,65,13,14,0,551,0.467741935,2463,96.8,3.2,44.4,1337,1178,0.881077038,159,0.118922962,1178,603,10,0,0,10,575,0,0,0,0,10,0.008488964,2675,224,8.4,132,0.049345794,291,0.108785047,313,0.117009346,343,0.128224299,365,0.136448598,1178,58,0.049235993,1120
60200,27.5,2088,32.4,49.7,50.3,3.3,0,3.9,0,0.7,2,23.2,67.7,32.3,2030,12.1,1652,7.5,8.7,15.4,46.2,22.2,1820,7.6,242,0.132967033,2088,1726,0.826628352,362,0.173371648,1062,75,0.070621469,63566,1062,323,0,55,268,111,35,62,60,739,60,401,278,229,32,17,0,546,0.514124294,2030,87.9,12.1,43.9,1183,1062,0.897717667,121,0.102282333,1062,323,0,0,0,0,739,6,0,22,28,28,0.026365348,2088,382,18.3,160,0.076628352,454,0.21743295,509,0.243773946,625,0.299329502,677,0.324233716,1062,40,0.037664783,1022
60300,37.8,3248,31.2,49,51,1.1,0.2,4.9,0,0,0.6,5.5,87.7,12.3,2913,3.3,2227,2.6,6.4,14.1,46,30.8,2514,3.6,98,0.038981702,3248,3001,0.923953202,247,0.076046798,1275,60,0.047058824,102074,1275,643,7,156,480,327,62,24,67,632,57,372,203,162,33,0,8,683,0.535686275,2913,96.7,3.3,35.1,1370,1275,0.930656934,95,0.069343066,1275,643,0,0,0,0,632,0,0,0,0,0,0,3248,106,3.3,51,0.01570197,200,0.061576355,352,0.108374384,402,0.123768473,408,0.125615764,1275,13,0.010196078,1262
60400,32.4,3848,30.3,50.7,49.3,0.7,0.9,2.8,0,0.8,6.4,10.4,79.3,20.7,3448,6.2,2642,0.6,11.1,6.6,49.5,32.2,3033,1.4,287,0.094625783,3848,3492,0.907484407,356,0.092515593,1538,37,0.024057217,118837,1538,748,8,207,533,419,77,7,30,790,61,526,203,148,37,10,8,736,0.478543563,3448,93.8,6.2,47.2,1633,1538,0.941824862,95,0.058175138,1538,748,5,0,0,5,790,37,8,0,45,50,0.032509753,3848,294,7.6,97,0.0252079,339,0.088097713,400,0.103950104,538,0.13981289,538,0.13981289,1538,56,0.036410923,1482
60500,74.4,1242,44.4,52.5,47.5,5.1,0,9.8,0,1.3,3.4,12.6,70.8,29.2,1193,15.2,1026,19.7,16.7,12,32.3,19.4,1130,2,101,0.089380531,1242,960,0.77294686,282,0.22705314,715,4,0.005594406,35781,715,154,0,42,112,72,17,8,15,561,14,279,268,185,62,16,5,380,0.531468531,1193,84.8,15.2,37.8,796,715,0.898241206,81,0.101758794,715,154,0,0,0,0,561,0,14,0,14,14,0.01958042,1242,290,23.3,95,0.076489533,355,0.285829308,394,0.317230274,434,0.349436393,448,0.360708535,715,182,0.254545455,533
60800,20.3,4980,33,48.3,51.7,5.1,0,11.2,0,0.9,2.7,4.7,76.8,23.2,4847,5,4130,0.6,5.2,14.4,50.5,29.3,4591,3.9,302,0.065780876,4980,4056,0.814457831,924,0.185542169,3055,94,0.030769231,76121,3055,1601,0,290,1311,876,162,167,106,1454,13,974,467,391,39,24,13,1778,0.581996727,4847,95,5,11.9,3467,3055,0.881165273,412,0.118834727,3055,1601,45,0,0,45,1454,0,0,0,0,45,0.014729951,4980,311,6.2,178,0.035742972,361,0.07248996,436,0.087550201,581,0.116666667,614,0.123293173,3055,53,0.017348609,3002
60900,18.6,6849,33.7,52.6,47.4,4.1,1.6,4.1,0,2.3,4.1,15.3,70.9,29.1,6625,5.2,5671,3.5,9.2,17.3,41.5,28.5,6380,6.3,448,0.070219436,6849,5959,0.870054022,890,0.129945978,4598,0,0,56515,4598,1623,0,301,1322,741,362,184,35,2975,261,2002,712,599,69,44,0,2034,0.442366246,6625,94.8,5.2,9.8,5148,4598,0.893162393,550,0.106837607,4598,1623,76,0,0,76,2975,22,0,0,22,98,0.021313615,6849,507,7.4,372,0.054314498,716,0.104540809,1228,0.179296248,1608,0.2347788,1682,0.245583297,4598,73,0.015876468,4525
61000,7.4,1774,28.1,61,39,1.5,0,9,0,0.6,1.9,11.2,76.6,23.4,1722,0.7,1294,1.2,6.3,12.1,49.8,30.6,1708,2.1,191,0.111826698,1774,1571,0.885569335,203,0.114430665,863,9,0.010428737,101750,863,249,5,69,175,101,35,24,15,614,19,460,135,97,16,22,0,310,0.359212051,1722,99.3,0.7,9.5,935,863,0.922994652,72,0.077005348,863,249,0,0,0,0,614,0,0,0,0,0,0,1774,226,12.7,154,0.08680947,262,0.147688839,310,0.174746336,390,0.219842165,437,0.246335964,863,15,0.017381228,848
61100,7.7,1442,27.2,52.8,47.2,2.3,0.8,4.8,0,0,0,2.2,90.3,9.7,1386,0.4,931,1,1.3,14.1,47.4,36.3,1364,6.1,193,0.141495601,1442,1393,0.966019417,49,0.033980583,625,26,0.0416,91893,625,175,23,32,120,74,12,28,6,450,0,366,84,80,0,4,0,204,0.3264,1386,99.6,0.4,0,689,625,0.907111756,64,0.092888244,625,175,0,0,0,0,450,5,0,0,5,5,0.008,1442,198,13.7,169,0.117198336,209,0.144937587,274,0.19001387,318,0.220527046,327,0.226768377,625,8,0.0128,617
